14,19,28,43,10,41,42,29,27,3,9,7,44,15,48,18,25,33,13,34,47,39,49,4,30
1,2,5,6,8,11,12,16,17,20,21,22,23,24,26,31,32,35,36,37,38,40,45,46,50
10,35,28,8,44,43,6,36,20,23,41,50,29,7,15,30,34,47,45,3,42,12,24,5,39
1,2,4,9,11,13,14,16,17,18,19,21,22,25,26,27,31,32,33,37,38,40,46,48,49
9,40,19,16,28,46,6,13,25,26,21,20,49,38,32,30,4,24,29,50,7,1,34,3,35
2,5,8,10,11,12,14,15,17,18,22,23,27,31,33,36,37,39,41,42,43,44,45,47,48
30,1,15,14,38,12,32,39,40,3,31,45,4,36,48,16,34,20,42,24,22,29,37,47,17
2,5,6,7,8,9,10,11,13,18,19,21,23,25,26,27,28,33,35,41,43,44,46,49,50
11,34,45,14,5,32,24,35,41,46,50,20,13,21,10,8,47,30,18,27,31,37,6,7,4
1,2,3,9,12,15,16,17,19,22,23,25,26,28,29,33,36,38,39,40,42,43,44,48,49
31,46,13,18,38,45,43,33,22,3,26,36,4,11,28,9,47,23,5,42,29,25,49,7,20
1,2,6,8,10,12,14,15,16,17,19,21,24,27,30,32,34,35,37,39,40,41,44,48,50
50,20,6,4,12,36,15,42,7,19,43,10,30,47,17,3,49,1,32,39,34,9,28,25,26
2,5,8,11,13,14,16,18,21,22,23,24,27,29,31,33,35,37,38,40,41,44,45,46,48
24,11,39,31,15,33,13,41,45,27,19,4,17,21,5,42,1,9,35,38,7,12,18,6,28
2,3,8,10,14,16,20,22,23,25,26,29,30,32,34,36,37,40,43,44,46,47,48,49,50
12,2,10,11,21,7,18,16,29,41,5,1,34,50,44,36,14,33,37,43,27,39,9,4,38
3,6,8,13,15,17,19,20,22,23,24,25,26,28,30,31,32,35,40,42,45,46,47,48,49
26,16,21,33,4,11,13,12,50,18,27,23,5,39,44,49,2,9,36,42,31,41,22,10,45
1,3,6,7,8,14,15,17,19,20,24,25,28,29,30,32,34,35,37,38,40,43,46,47,48
14,1,25,49,3,43,4,13,37,6,8,18,35,32,27,21,17,11,41,15,7,20,33,10,2
5,9,12,16,19,22,23,24,26,28,29,30,31,34,36,38,39,40,42,44,45,46,47,48,50
4,41,46,13,8,2,48,28,1,42,16,32,15,38,10,40,35,18,22,50,7,23,3,20,6
5,9,11,12,14,17,19,21,24,25,26,27,29,30,31,33,34,36,37,39,43,44,45,47,49
36,13,19,5,45,1,26,33,37,2,27,35,34,21,22,49,39,20,28,50,47,16,48,15,3
4,6,7,8,9,10,11,12,14,17,18,23,24,25,29,30,31,32,38,40,41,42,43,44,46
13,32,46,26,48,24,42,19,21,16,36,7,43,49,31,47,50,23,28,38,11,34,18,40,20
1,2,3,4,5,6,8,9,10,12,14,15,17,22,25,27,29,30,33,35,37,39,41,44,45
31,10,47,50,17,45,36,11,29,35,5,26,20,27,32,30,16,44,40,25,48,24,43,2,15
1,3,4,6,7,8,9,12,13,14,18,19,21,22,23,28,33,34,37,38,39,41,42,46,49
35,12,22,11,40,15,4,36,37,6,13,24,41,25,19,9,29,23,33,3,30,39,16,49,38
1,2,5,7,8,10,14,17,18,20,21,26,27,28,31,32,34,42,43,44,45,46,47,48,50
8,48,23,37,19,25,10,9,33,50,18,1,32,31,35,34,21,43,36,17,27,40,38,22,24
2,3,4,5,6,7,11,12,13,14,15,16,20,26,28,29,30,39,41,42,44,45,46,47,49
42,35,47,4,3,26,18,22,16,9,45,30,48,12,36,5,44,2,31,46,1,38,23,25,32
6,7,8,10,11,13,14,15,17,19,20,21,24,27,28,29,33,34,37,39,40,41,43,49,50
6,24,32,4,17,11,13,25,36,30,46,18,31,35,9,48,14,19,34,26,21,28,23,49,33
1,2,3,5,7,8,10,12,15,16,20,22,27,29,37,38,39,40,41,42,43,44,45,47,50
44,38,14,25,45,46,5,4,48,16,29,30,1,28,7,41,11,43,10,26,15,49,13,3,36
2,6,8,9,12,17,18,19,20,21,22,23,24,27,31,32,33,34,35,37,39,40,42,47,50
40,13,34,9,45,42,5,8,46,35,27,37,3,23,7,2,18,10,16,20,1,48,22,25,43
